fixture_id,fixture_date,fixture_timestamp,league_id,league_name,league_country,league_season,league_round,teams_home_id,teams_home_name,teams_home_winner,teams_away_id,teams_away_name,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,halftime_goals_total,fulltime_goals_total,match_result,halftime_match_result,fulltime_match_result
27881,2019-04-14 10:00:00+00:00,1555236000,141,Segunda Division,Spain,2018,Regular Season - 34,722,Albacete,,797,Elche,,1,1,0,0,0,2,0,0:0,1:1
27882,2019-04-13 16:00:00+00:00,1555171200,141,Segunda Division,Spain,2018,Regular Season - 34,723,Almeria,True,714,Gimnastic,False,3,0,2,0,2,3,1,2:0,3:0
27883,2019-04-14 16:00:00+00:00,1555257600,141,Segunda Division,Spain,2018,Regular Season - 34,713,Cordoba,False,716,Lugo,True,0,4,0,1,1,4,2,0:1,0:4
27884,2019-04-14 18:00:00+00:00,1555264800,141,Segunda Division,Spain,2018,Regular Season - 34,534,Las Palmas,False,724,Cadiz,True,0,3,0,0,0,3,2,0:0,0:3
27885,2019-04-13 14:00:00+00:00,1555164000,141,Segunda Division,Spain,2018,Regular Season - 34,535,Malaga,False,860,Extremadura,True,1,2,0,1,1,3,2,0:1,1:2
27886,2019-04-14 14:00:00+00:00,1555250400,141,Segunda Division,Spain,2018,Regular Season - 34,717,Numancia,,798,Mallorca,,1,1,1,0,1,2,0,1:0,1:1
27887,2019-04-13 16:00:00+00:00,1555171200,141,Segunda Division,Spain,2018,Regular Season - 34,727,Osasuna,True,544,Deportivo La Coruna,False,2,1,2,1,3,3,1,2:1,2:1
27888,2019-04-13 18:30:00+00:00,1555180200,141,Segunda Division,Spain,2018,Regular Season - 34,861,Rayo Majadahonda,False,719,Tenerife,True,1,3,1,1,2,4,2,1:1,1:3
27889,2019-04-13 22:00:00+00:00,1555192800,141,Segunda Division,Spain,2018,Regular Season - 34,729,Reus,False,718,Oviedo,True,0,1,0,0,0,1,2,0:0,0:1
27890,2019-04-12 19:00:00+00:00,1555095600,141,Segunda Division,Spain,2018,Regular Season - 34,731,Sporting Gijon,True,715,Granada CF,False,1,0,1,0,1,1,1,1:0,1:0
27891,2019-04-14 18:30:00+00:00,1555266600,141,Segunda Division,Spain,2018,Regular Season - 34,732,Zaragoza,False,711,Alcorcon,True,0,2,0,1,1,2,2,0:1,0:2
27892,2019-04-20 16:00:00+00:00,1555776000,141,Segunda Division,Spain,2018,Regular Season - 35,722,Albacete,True,534,Las Palmas,False,4,2,3,2,5,6,1,3:2,4:2
27893,2019-04-19 19:00:00+00:00,1555700400,141,Segunda Division,Spain,2018,Regular Season - 35,711,Alcorcon,False,535,Malaga,True,1,4,1,2,3,5,2,1:2,1:4
27894,2019-04-21 10:00:00+00:00,1555840800,141,Segunda Division,Spain,2018,Regular Season - 35,724,Cadiz,True,717,Numancia,False,2,1,1,0,1,3,1,1:0,2:1
27895,2019-04-21 14:00:00+00:00,1555855200,141,Segunda Division,Spain,2018,Regular Season - 35,544,Deportivo La Coruna,False,860,Extremadura,True,1,2,0,1,1,3,2,0:1,1:2
27896,2019-04-22 19:00:00+00:00,1555959600,141,Segunda Division,Spain,2018,Regular Season - 35,797,Elche,False,727,Osasuna,True,1,2,1,0,1,3,2,1:0,1:2
27897,2019-04-20 16:00:00+00:00,1555776000,141,Segunda Division,Spain,2018,Regular Season - 35,714,Gimnastic,,731,Sporting Gijon,,0,0,0,0,0,0,0,0:0,0:0
27898,2019-04-20 14:00:00+00:00,1555768800,141,Segunda Division,Spain,2018,Regular Season - 35,716,Lugo,False,715,Granada CF,True,1,2,0,1,1,3,2,0:1,1:2
27899,2019-04-20 18:00:00+00:00,1555783200,141,Segunda Division,Spain,2018,Regular Season - 35,798,Mallorca,True,861,Rayo Majadahonda,False,2,0,2,0,2,2,1,2:0,2:0
27900,2019-04-21 16:00:00+00:00,1555862400,141,Segunda Division,Spain,2018,Regular Season - 35,718,Oviedo,,713,Cordoba,,3,3,2,1,3,6,0,2:1,3:3
27901,2019-04-21 18:00:00+00:00,1555869600,141,Segunda Division,Spain,2018,Regular Season - 35,719,Tenerife,False,723,Almeria,True,1,3,0,1,1,4,2,0:1,1:3
27902,2019-04-20 22:00:00+00:00,1555797600,141,Segunda Division,Spain,2018,Regular Season - 35,732,Zaragoza,True,729,Reus,False,1,0,0,0,0,1,1,0:0,1:0
27903,2019-04-27 16:00:00+00:00,1556380800,141,Segunda Division,Spain,2018,Regular Season - 36,723,Almeria,False,718,Oviedo,True,0,1,0,0,0,1,2,0:0,0:1
27904,2019-04-28 18:00:00+00:00,1556474400,141,Segunda Division,Spain,2018,Regular Season - 36,713,Cordoba,False,732,Zaragoza,True,0,3,0,0,0,3,2,0:0,0:3
27905,2019-04-27 18:30:00+00:00,1556389800,141,Segunda Division,Spain,2018,Regular Season - 36,860,Extremadura,True,719,Tenerife,False,1,0,1,0,1,1,1,1:0,1:0
27906,2019-04-28 16:00:00+00:00,1556467200,141,Segunda Division,Spain,2018,Regular Season - 36,715,Granada CF,True,714,Gimnastic,False,2,0,2,0,2,2,1,2:0,2:0
27907,2019-04-28 16:00:00+00:00,1556467200,141,Segunda Division,Spain,2018,Regular Season - 36,534,Las Palmas,True,716,Lugo,False,4,1,3,0,3,5,1,3:0,4:1
27908,2019-04-27 14:15:00+00:00,1556374500,141,Segunda Division,Spain,2018,Regular Season - 36,535,Malaga,False,798,Mallorca,True,0,1,0,0,0,1,2,0:0,0:1
27909,2019-04-26 19:00:00+00:00,1556305200,141,Segunda Division,Spain,2018,Regular Season - 36,717,Numancia,False,544,Deportivo La Coruna,True,1,2,0,2,2,3,2,0:2,1:2
27910,2019-04-27 16:00:00+00:00,1556380800,141,Segunda Division,Spain,2018,Regular Season - 36,727,Osasuna,True,722,Albacete,False,2,0,0,0,0,2,1,0:0,2:0
27911,2019-04-28 10:00:00+00:00,1556445600,141,Segunda Division,Spain,2018,Regular Season - 36,861,Rayo Majadahonda,,724,Cadiz,,1,1,0,1,1,2,0,0:1,1:1
27912,2019-04-27 22:00:00+00:00,1556402400,141,Segunda Division,Spain,2018,Regular Season - 36,729,Reus,False,711,Alcorcon,True,0,1,0,0,0,1,2,0:0,0:1
27913,2019-04-28 14:00:00+00:00,1556460000,141,Segunda Division,Spain,2018,Regular Season - 36,731,Sporting Gijon,,797,Elche,,1,1,1,0,1,2,0,1:0,1:1
27914,2019-05-05 16:00:00+00:00,1557072000,141,Segunda Division,Spain,2018,Regular Season - 37,722,Albacete,,717,Numancia,,0,0,0,0,0,0,0,0:0,0:0
27915,2019-05-04 14:00:00+00:00,1556978400,141,Segunda Division,Spain,2018,Regular Season - 37,711,Alcorcon,,727,Osasuna,,0,0,0,0,0,0,0,0:0,0:0
27916,2019-05-06 19:00:00+00:00,1557169200,141,Segunda Division,Spain,2018,Regular Season - 37,724,Cadiz,,535,Malaga,,1,1,1,1,2,2,0,1:1,1:1
27917,2019-05-04 22:00:00+00:00,1557007200,141,Segunda Division,Spain,2018,Regular Season - 37,713,Cordoba,True,729,Reus,False,1,0,0,0,0,1,1,0:0,1:0
27918,2019-05-05 16:00:00+00:00,1557072000,141,Segunda Division,Spain,2018,Regular Season - 37,797,Elche,True,861,Rayo Majadahonda,False,2,1,0,0,0,3,1,0:0,2:1
27919,2019-05-04 16:00:00+00:00,1556985600,141,Segunda Division,Spain,2018,Regular Season - 37,714,Gimnastic,False,860,Extremadura,True,0,1,0,0,0,1,2,0:0,0:1
27920,2019-05-05 10:00:00+00:00,1557050400,141,Segunda Division,Spain,2018,Regular Season - 37,716,Lugo,True,723,Almeria,False,4,2,2,1,3,6,1,2:1,4:2
27921,2019-05-05 14:00:00+00:00,1557064800,141,Segunda Division,Spain,2018,Regular Season - 37,798,Mallorca,True,731,Sporting Gijon,False,2,1,1,1,2,3,1,1:1,2:1
27922,2019-05-05 18:30:00+00:00,1557081000,141,Segunda Division,Spain,2018,Regular Season - 37,718,Oviedo,,715,Granada CF,,1,1,0,0,0,2,0,0:0,1:1
27923,2019-05-04 18:30:00+00:00,1556994600,141,Segunda Division,Spain,2018,Regular Season - 37,719,Tenerife,True,534,Las Palmas,False,2,1,0,0,0,3,1,0:0,2:1
27924,2019-05-04 16:00:00+00:00,1556985600,141,Segunda Division,Spain,2018,Regular Season - 37,732,Zaragoza,False,544,Deportivo La Coruna,True,0,1,0,0,0,1,2,0:0,0:1
27925,2019-05-12 10:00:00+00:00,1557655200,141,Segunda Division,Spain,2018,Regular Season - 38,723,Almeria,True,797,Elche,False,5,3,3,2,5,8,1,3:2,5:3
27926,2019-05-12 14:00:00+00:00,1557669600,141,Segunda Division,Spain,2018,Regular Season - 38,544,Deportivo La Coruna,,724,Cadiz,,1,1,1,0,1,2,0,1:0,1:1
27927,2019-05-11 16:00:00+00:00,1557590400,141,Segunda Division,Spain,2018,Regular Season - 38,860,Extremadura,False,732,Zaragoza,True,0,3,0,1,1,3,2,0:1,0:3
27928,2019-05-11 14:00:00+00:00,1557583200,141,Segunda Division,Spain,2018,Regular Season - 38,714,Gimnastic,True,798,Mallorca,False,2,1,1,0,1,3,1,1:0,2:1
27929,2019-05-10 19:00:00+00:00,1557514800,141,Segunda Division,Spain,2018,Regular Season - 38,715,Granada CF,True,719,Tenerife,False,2,1,2,0,2,3,1,2:0,2:1
27930,2019-05-12 18:00:00+00:00,1557684000,141,Segunda Division,Spain,2018,Regular Season - 38,534,Las Palmas,True,713,Cordoba,False,1,0,1,0,1,1,1,1:0,1:0
27931,2019-05-13 19:00:00+00:00,1557774000,141,Segunda Division,Spain,2018,Regular Season - 38,535,Malaga,True,718,Oviedo,False,3,0,2,0,2,3,1,2:0,3:0
27932,2019-05-11 16:00:00+00:00,1557590400,141,Segunda Division,Spain,2018,Regular Season - 38,717,Numancia,True,711,Alcorcon,False,2,0,1,0,1,2,1,1:0,2:0
27933,2019-05-11 22:00:00+00:00,1557612000,141,Segunda Division,Spain,2018,Regular Season - 38,727,Osasuna,True,729,Reus,False,1,0,0,0,0,1,1,0:0,1:0
27934,2019-05-12 14:00:00+00:00,1557669600,141,Segunda Division,Spain,2018,Regular Season - 38,861,Rayo Majadahonda,False,722,Albacete,True,2,3,1,3,4,5,2,1:3,2:3
27935,2019-05-11 14:00:00+00:00,1557583200,141,Segunda Division,Spain,2018,Regular Season - 38,731,Sporting Gijon,,716,Lugo,,0,0,0,0,0,0,0,0:0,0:0
27936,2019-05-20 19:00:00+00:00,1558378800,141,Segunda Division,Spain,2018,Regular Season - 39,722,Albacete,False,715,Granada CF,True,0,1,0,0,0,1,2,0:0,0:1
27937,2019-05-18 14:00:00+00:00,1558188000,141,Segunda Division,Spain,2018,Regular Season - 39,711,Alcorcon,False,860,Extremadura,True,0,1,0,0,0,1,2,0:0,0:1
27938,2019-05-19 16:00:00+00:00,1558281600,141,Segunda Division,Spain,2018,Regular Season - 39,724,Cadiz,,727,Osasuna,,0,0,0,0,0,0,0,0:0,0:0
27939,2019-05-19 18:00:00+00:00,1558288800,141,Segunda Division,Spain,2018,Regular Season - 39,713,Cordoba,True,714,Gimnastic,False,4,3,3,0,3,7,1,3:0,4:3
27940,2019-05-18 18:30:00+00:00,1558204200,141,Segunda Division,Spain,2018,Regular Season - 39,797,Elche,True,719,Tenerife,False,3,0,1,0,1,3,1,1:0,3:0
27941,2019-05-19 16:00:00+00:00,1558281600,141,Segunda Division,Spain,2018,Regular Season - 39,534,Las Palmas,True,861,Rayo Majadahonda,False,3,2,0,1,1,5,1,0:1,3:2
27942,2019-05-19 18:00:00+00:00,1558288800,141,Segunda Division,Spain,2018,Regular Season - 39,716,Lugo,True,544,Deportivo La Coruna,False,1,0,0,0,0,1,1,0:0,1:0
27943,2019-05-19 10:00:00+00:00,1558260000,141,Segunda Division,Spain,2018,Regular Season - 39,798,Mallorca,True,723,Almeria,False,1,0,0,0,0,1,1,0:0,1:0
27944,2019-05-19 14:00:00+00:00,1558274400,141,Segunda Division,Spain,2018,Regular Season - 39,718,Oviedo,True,717,Numancia,False,1,0,0,0,0,1,1,0:0,1:0
27945,2019-05-18 22:00:00+00:00,1558216800,141,Segunda Division,Spain,2018,Regular Season - 39,729,Reus,False,535,Malaga,True,0,1,0,0,0,1,2,0:0,0:1
27946,2019-05-17 19:00:00+00:00,1558119600,141,Segunda Division,Spain,2018,Regular Season - 39,732,Zaragoza,True,731,Sporting Gijon,False,4,2,1,1,2,6,1,1:1,4:2
27947,2019-05-26 10:00:00+00:00,1558864800,141,Segunda Division,Spain,2018,Regular Season - 40,723,Almeria,,711,Alcorcon,,0,0,0,0,0,0,0,0:0,0:0
27948,2019-05-27 19:00:00+00:00,1558983600,141,Segunda Division,Spain,2018,Regular Season - 40,544,Deportivo La Coruna,True,798,Mallorca,False,1,0,0,0,0,1,1,0:0,1:0
27949,2019-05-26 18:00:00+00:00,1558893600,141,Segunda Division,Spain,2018,Regular Season - 40,860,Extremadura,,716,Lugo,,0,0,0,0,0,0,0,0:0,0:0
27950,2019-05-26 14:00:00+00:00,1558879200,141,Segunda Division,Spain,2018,Regular Season - 40,714,Gimnastic,,797,Elche,,3,3,0,1,1,6,0,0:1,3:3
27951,2019-05-26 17:00:00+00:00,1558890000,141,Segunda Division,Spain,2018,Regular Season - 40,715,Granada CF,,724,Cadiz,,1,1,1,0,1,2,0,1:0,1:1
27952,2019-05-24 19:00:00+00:00,1558724400,141,Segunda Division,Spain,2018,Regular Season - 40,535,Malaga,True,732,Zaragoza,False,3,1,0,1,1,4,1,0:1,3:1
27953,2019-05-25 22:00:00+00:00,1558821600,141,Segunda Division,Spain,2018,Regular Season - 40,717,Numancia,True,729,Reus,False,1,0,0,0,0,1,1,0:0,1:0
27954,2019-05-25 16:00:00+00:00,1558800000,141,Segunda Division,Spain,2018,Regular Season - 40,727,Osasuna,True,534,Las Palmas,False,2,0,1,0,1,2,1,1:0,2:0
27955,2019-05-25 14:00:00+00:00,1558792800,141,Segunda Division,Spain,2018,Regular Season - 40,861,Rayo Majadahonda,,713,Cordoba,,0,0,0,0,0,0,0,0:0,0:0
27956,2019-05-25 16:00:00+00:00,1558800000,141,Segunda Division,Spain,2018,Regular Season - 40,731,Sporting Gijon,False,722,Albacete,True,0,2,0,1,1,2,2,0:1,0:2
27957,2019-05-26 16:00:00+00:00,1558886400,141,Segunda Division,Spain,2018,Regular Season - 40,719,Tenerife,True,718,Oviedo,False,2,1,1,0,1,3,1,1:0,2:1
27958,2019-06-04 19:00:00+00:00,1559674800,141,Segunda Division,Spain,2018,Regular Season - 41,722,Albacete,False,535,Malaga,True,1,2,0,1,1,3,2,0:1,1:2
27959,2019-06-01 17:00:00+00:00,1559408400,141,Segunda Division,Spain,2018,Regular Season - 41,711,Alcorcon,False,714,Gimnastic,True,0,1,0,1,1,1,2,0:1,0:1
27960,2019-06-04 19:00:00+00:00,1559674800,141,Segunda Division,Spain,2018,Regular Season - 41,724,Cadiz,False,860,Extremadura,True,0,1,0,1,1,1,2,0:1,0:1
27961,2019-05-31 19:00:00+00:00,1559329200,141,Segunda Division,Spain,2018,Regular Season - 41,713,Cordoba,False,727,Osasuna,True,2,3,0,2,2,5,2,0:2,2:3
27962,2019-06-04 19:00:00+00:00,1559674800,141,Segunda Division,Spain,2018,Regular Season - 41,797,Elche,,544,Deportivo La Coruna,,0,0,0,0,0,0,0,0:0,0:0
27963,2019-06-02 16:00:00+00:00,1559491200,141,Segunda Division,Spain,2018,Regular Season - 41,534,Las Palmas,,723,Almeria,,0,0,0,0,0,0,0,0:0,0:0
27964,2019-06-04 19:00:00+00:00,1559674800,141,Segunda Division,Spain,2018,Regular Season - 41,716,Lugo,,719,Tenerife,,0,0,0,0,0,0,0,0:0,0:0
27965,2019-06-04 19:00:00+00:00,1559674800,141,Segunda Division,Spain,2018,Regular Season - 41,798,Mallorca,,715,Granada CF,,1,1,0,0,0,2,0,0:0,1:1
27966,2019-06-04 19:00:00+00:00,1559674800,141,Segunda Division,Spain,2018,Regular Season - 41,718,Oviedo,True,861,Rayo Majadahonda,False,4,3,1,1,2,7,1,1:1,4:3
27967,2019-06-01 22:00:00+00:00,1559426400,141,Segunda Division,Spain,2018,Regular Season - 41,729,Reus,False,731,Sporting Gijon,True,0,1,0,0,0,1,2,0:0,0:1
27968,2019-06-04 19:00:00+00:00,1559674800,141,Segunda Division,Spain,2018,Regular Season - 41,732,Zaragoza,,717,Numancia,,0,0,0,0,0,0,0,0:0,0:0
27969,2019-06-08 18:30:00+00:00,1560018600,141,Segunda Division,Spain,2018,Regular Season - 42,723,Almeria,True,722,Albacete,False,3,0,0,0,0,3,1,0:0,3:0
27970,2019-06-08 18:30:00+00:00,1560018600,141,Segunda Division,Spain,2018,Regular Season - 42,544,Deportivo La Coruna,True,713,Cordoba,False,2,0,1,0,1,2,1,1:0,2:0
27971,2019-06-08 18:30:00+00:00,1560018600,141,Segunda Division,Spain,2018,Regular Season - 42,860,Extremadura,,798,Mallorca,,0,0,0,0,0,0,0,0:0,0:0
27972,2019-06-09 16:30:00+00:00,1560097800,141,Segunda Division,Spain,2018,Regular Season - 42,714,Gimnastic,,716,Lugo,,1,1,0,0,0,2,0,0:0,1:1
27973,2019-06-08 18:30:00+00:00,1560018600,141,Segunda Division,Spain,2018,Regular Season - 42,715,Granada CF,True,711,Alcorcon,False,2,1,2,0,2,3,1,2:0,2:1
27974,2019-06-08 18:30:00+00:00,1560018600,141,Segunda Division,Spain,2018,Regular Season - 42,535,Malaga,True,797,Elche,False,3,0,1,0,1,3,1,1:0,3:0
27975,2019-06-09 18:00:00+00:00,1560103200,141,Segunda Division,Spain,2018,Regular Season - 42,717,Numancia,,534,Las Palmas,,1,1,1,0,1,2,0,1:0,1:1
27976,2019-06-08 18:30:00+00:00,1560018600,141,Segunda Division,Spain,2018,Regular Season - 42,727,Osasuna,True,718,Oviedo,False,1,0,0,0,0,1,1,0:0,1:0
27977,2019-06-08 22:00:00+00:00,1560031200,141,Segunda Division,Spain,2018,Regular Season - 42,861,Rayo Majadahonda,True,729,Reus,False,1,0,0,0,0,1,1,0:0,1:0
27978,2019-06-08 18:30:00+00:00,1560018600,141,Segunda Division,Spain,2018,Regular Season - 42,731,Sporting Gijon,True,724,Cadiz,False,1,0,1,0,1,1,1,1:0,1:0
27979,2019-06-09 18:30:00+00:00,1560105000,141,Segunda Division,Spain,2018,Regular Season - 42,719,Tenerife,True,732,Zaragoza,False,1,0,0,0,0,1,1,0:0,1:0
77219,2018-12-02 17:00:00+00:00,1543770000,141,Segunda Division,Spain,2018,Regular Season - 16,722,Albacete,True,711,Alcorcon,False,2,1,1,0,1,3,1,1:0,2:1
214402,2019-08-17 16:00:00+00:00,1566057600,141,Segunda Division,Spain,2019,Regular Season - 1,716,Lugo,,860,Extremadura,,0,0,0,0,0,0,0,0:0,0:0
214403,2019-08-17 16:00:00+00:00,1566057600,141,Segunda Division,Spain,2019,Regular Season - 1,4665,Racing Santander,False,535,Malaga,True,0,1,0,0,0,1,2,0:0,0:1
214404,2019-08-17 17:00:00+00:00,1566061200,141,Segunda Division,Spain,2019,Regular Season - 1,723,Almeria,True,722,Albacete,False,3,0,0,0,0,3,1,0:0,3:0
214405,2019-08-17 19:00:00+00:00,1566068400,141,Segunda Division,Spain,2019,Regular Season - 1,728,Rayo Vallecano,,799,Mirandes,,2,2,2,1,3,4,0,2:1,2:2
214406,2019-08-17 19:00:00+00:00,1566068400,141,Segunda Division,Spain,2019,Regular Season - 1,732,Zaragoza,True,719,Tenerife,False,2,0,1,0,1,2,1,1:0,2:0
214407,2019-08-18 16:00:00+00:00,1566144000,141,Segunda Division,Spain,2019,Regular Season - 1,544,Deportivo La Coruna,True,718,Oviedo,False,3,2,1,0,1,5,1,1:0,3:2
214408,2019-08-18 16:00:00+00:00,1566144000,141,Segunda Division,Spain,2019,Regular Season - 1,717,Numancia,False,711,Alcorcon,True,0,1,0,0,0,1,2,0:0,0:1
214409,2019-08-18 18:00:00+00:00,1566151200,141,Segunda Division,Spain,2019,Regular Season - 1,724,Cadiz,True,4907,Ponferradina,False,3,1,0,1,1,4,1,0:1,3:1
214410,2019-08-18 18:00:00+00:00,1566151200,141,Segunda Division,Spain,2019,Regular Season - 1,534,Las Palmas,False,726,Huesca,True,0,1,0,0,0,1,2,0:0,0:1
214411,2019-08-18 16:30:00+00:00,1566145800,141,Segunda Division,Spain,2019,Regular Season - 1,547,Girona,,731,Sporting Gijon,,1,1,0,0,0,2,0,0:0,1:1
214412,2019-08-17 18:00:00+00:00,1566064800,141,Segunda Division,Spain,2019,Regular Season - 1,797,Elche,False,4906,Fuenlabrada,True,0,2,0,2,2,2,2,0:2,0:2
214413,2019-08-23 20:00:00+00:00,1566590400,141,Segunda Division,Spain,2019,Regular Season - 2,722,Albacete,True,547,Girona,False,1,0,0,0,0,1,1,0:0,1:0
214414,2019-08-24 16:00:00+00:00,1566662400,141,Segunda Division,Spain,2019,Regular Season - 2,718,Oviedo,,716,Lugo,,1,1,1,0,1,2,0,1:0,1:1
214415,2019-08-24 16:00:00+00:00,1566662400,141,Segunda Division,Spain,2019,Regular Season - 2,4665,Racing Santander,,723,Almeria,,1,1,1,0,1,2,0,1:0,1:1
214416,2019-08-24 17:00:00+00:00,1566666000,141,Segunda Division,Spain,2019,Regular Season - 2,799,Mirandes,False,724,Cadiz,True,1,2,0,0,0,3,2,0:0,1:2
214417,2019-08-24 18:00:00+00:00,1566669600,141,Segunda Division,Spain,2019,Regular Season - 2,711,Alcorcon,False,797,Elche,True,1,2,1,0,1,3,2,1:0,1:2
214418,2019-08-24 19:00:00+00:00,1566673200,141,Segunda Division,Spain,2019,Regular Season - 2,535,Malaga,,534,Las Palmas,,1,1,0,0,0,2,0,0:0,1:1
214419,2019-08-25 16:00:00+00:00,1566748800,141,Segunda Division,Spain,2019,Regular Season - 2,4907,Ponferradina,,732,Zaragoza,,1,1,0,0,0,2,0,0:0,1:1
214420,2019-08-25 16:00:00+00:00,1566748800,141,Segunda Division,Spain,2019,Regular Season - 2,731,Sporting Gijon,,728,Rayo Vallecano,,1,1,1,0,1,2,0,1:0,1:1
214421,2019-08-25 17:00:00+00:00,1566752400,141,Segunda Division,Spain,2019,Regular Season - 2,726,Huesca,True,544,Deportivo La Coruna,False,3,1,2,0,2,4,1,2:0,3:1
214422,2019-08-25 18:00:00+00:00,1566756000,141,Segunda Division,Spain,2019,Regular Season - 2,719,Tenerife,True,717,Numancia,False,3,2,1,0,1,5,1,1:0,3:2
214423,2019-08-25 19:00:00+00:00,1566759600,141,Segunda Division,Spain,2019,Regular Season - 2,860,Extremadura,False,4906,Fuenlabrada,True,1,2,0,1,1,3,2,0:1,1:2
214424,2019-08-31 16:00:00+00:00,1567267200,141,Segunda Division,Spain,2019,Regular Season - 3,4906,Fuenlabrada,True,718,Oviedo,False,2,1,1,1,2,3,1,1:1,2:1
214425,2019-08-31 18:00:00+00:00,1567274400,141,Segunda Division,Spain,2019,Regular Season - 3,723,Almeria,True,726,Huesca,False,1,0,1,0,1,1,1,1:0,1:0
214426,2019-08-30 19:00:00+00:00,1567191600,141,Segunda Division,Spain,2019,Regular Season - 3,732,Zaragoza,True,797,Elche,False,1,0,0,0,0,1,1,0:0,1:0
214427,2019-08-31 19:00:00+00:00,1567278000,141,Segunda Division,Spain,2019,Regular Season - 3,534,Las Palmas,,4665,Racing Santander,,2,2,0,1,1,4,0,0:1,2:2
214428,2019-08-31 16:00:00+00:00,1567267200,141,Segunda Division,Spain,2019,Regular Season - 3,717,Numancia,True,799,Mirandes,False,2,0,0,0,0,2,1,0:0,2:0
214429,2019-09-01 16:00:00+00:00,1567353600,141,Segunda Division,Spain,2019,Regular Season - 3,716,Lugo,False,711,Alcorcon,True,2,4,1,2,3,6,2,1:2,2:4
214430,2019-09-01 16:00:00+00:00,1567353600,141,Segunda Division,Spain,2019,Regular Season - 3,728,Rayo Vallecano,True,544,Deportivo La Coruna,False,3,1,2,1,3,4,1,2:1,3:1
214431,2019-09-01 16:00:00+00:00,1567353600,141,Segunda Division,Spain,2019,Regular Season - 3,731,Sporting Gijon,True,722,Albacete,False,2,0,0,0,0,2,1,0:0,2:0
214432,2019-09-01 19:00:00+00:00,1567364400,141,Segunda Division,Spain,2019,Regular Season - 3,724,Cadiz,True,860,Extremadura,False,2,1,1,0,1,3,1,1:0,2:1
214433,2019-09-01 18:00:00+00:00,1567360800,141,Segunda Division,Spain,2019,Regular Season - 3,4907,Ponferradina,True,719,Tenerife,False,4,0,1,0,1,4,1,1:0,4:0
214434,2019-09-01 17:00:00+00:00,1567357200,141,Segunda Division,Spain,2019,Regular Season - 3,547,Girona,True,535,Malaga,False,1,0,1,0,1,1,1,1:0,1:0
214435,2019-09-08 16:30:00+00:00,1567960200,141,Segunda Division,Spain,2019,Regular Season - 4,711,Alcorcon,False,732,Zaragoza,True,0,3,0,2,2,3,2,0:2,0:3
214436,2019-09-07 14:00:00+00:00,1567864800,141,Segunda Division,Spain,2019,Regular Season - 4,544,Deportivo La Coruna,False,722,Albacete,True,0,1,0,0,0,1,2,0:0,0:1
214437,2019-09-08 16:00:00+00:00,1567958400,141,Segunda Division,Spain,2019,Regular Season - 4,797,Elche,,716,Lugo,,1,1,1,0,1,2,0,1:0,1:1
214438,2019-09-07 18:00:00+00:00,1567879200,141,Segunda Division,Spain,2019,Regular Season - 4,860,Extremadura,,717,Numancia,,0,0,0,0,0,0,0,0:0,0:0
214439,2019-09-07 18:00:00+00:00,1567879200,141,Segunda Division,Spain,2019,Regular Season - 4,4906,Fuenlabrada,,4907,Ponferradina,,1,1,0,1,1,2,0,0:1,1:1
214440,2019-09-08 14:00:00+00:00,1567951200,141,Segunda Division,Spain,2019,Regular Season - 4,547,Girona,True,728,Rayo Vallecano,False,3,1,1,0,1,4,1,1:0,3:1
214441,2019-09-08 10:00:00+00:00,1567936800,141,Segunda Division,Spain,2019,Regular Season - 4,726,Huesca,True,731,Sporting Gijon,False,1,0,0,0,0,1,1,0:0,1:0
214442,2019-09-08 16:00:00+00:00,1567958400,141,Segunda Division,Spain,2019,Regular Season - 4,799,Mirandes,True,718,Oviedo,False,2,1,1,1,2,3,1,1:1,2:1
214443,2019-09-07 16:00:00+00:00,1567872000,141,Segunda Division,Spain,2019,Regular Season - 4,535,Malaga,False,723,Almeria,True,0,1,0,1,1,1,2,0:1,0:1
214444,2019-09-06 19:00:00+00:00,1567796400,141,Segunda Division,Spain,2019,Regular Season - 4,4665,Racing Santander,False,724,Cadiz,True,1,2,0,1,1,3,2,0:1,1:2
214445,2019-09-07 19:00:00+00:00,1567882800,141,Segunda Division,Spain,2019,Regular Season - 4,719,Tenerife,,534,Las Palmas,,0,0,0,0,0,0,0,0:0,0:0
214446,2019-09-15 10:00:00+00:00,1568541600,141,Segunda Division,Spain,2019,Regular Season - 5,722,Albacete,False,719,Tenerife,True,0,4,0,2,2,4,2,0:2,0:4
214447,2019-09-14 18:30:00+00:00,1568485800,141,Segunda Division,Spain,2019,Regular Season - 5,724,Cadiz,True,547,Girona,False,2,0,1,0,1,2,1,1:0,2:0
214448,2019-09-14 16:30:00+00:00,1568478600,141,Segunda Division,Spain,2019,Regular Season - 5,534,Las Palmas,False,723,Almeria,True,0,3,0,1,1,3,2,0:1,0:3
214449,2019-09-15 18:00:00+00:00,1568570400,141,Segunda Division,Spain,2019,Regular Season - 5,716,Lugo,True,4906,Fuenlabrada,False,2,0,2,0,2,2,1,2:0,2:0
214450,2019-09-14 14:00:00+00:00,1568469600,141,Segunda Division,Spain,2019,Regular Season - 5,799,Mirandes,,535,Malaga,,1,1,0,0,0,2,0,0:0,1:1
214451,2019-09-14 14:00:00+00:00,1568469600,141,Segunda Division,Spain,2019,Regular Season - 5,717,Numancia,True,726,Huesca,False,1,0,0,0,0,1,1,0:0,1:0
